SerialNumber: E58926083144-43F0
time (UTC+02:00)	q1	q2	q3	q4	Interference

08/08/2025 14:49:30.445	0.6808044	-0.11966815	0.16315283	-0.7041373	None
08/08/2025 14:49:30.455	0.68084055	-0.11963694	0.16353099	-0.70401984	None
08/08/2025 14:49:30.465	0.68088144	-0.11960825	0.16381419	-0.7039192	None
08/08/2025 14:49:30.475	0.6809358	-0.11949609	0.16404764	-0.7038314	None
08/08/2025 14:49:30.485	0.6809994	-0.11939843	0.16428214	-0.7037318	None
08/08/2025 14:49:30.495	0.6810355	-0.11939569	0.16454937	-0.70363474	None
08/08/2025 14:49:30.505	0.68110716	-0.11921248	0.16477329	-0.703544	None
08/08/2025 14:49:30.515	0.6811599	-0.11910177	0.16499695	-0.7034594	None
08/08/2025 14:49:30.525	0.68122363	-0.11896715	0.16519551	-0.7033739	None
08/08/2025 14:49:30.535	0.68128955	-0.11876952	0.16531612	-0.703315	None
08/08/2025 14:49:30.545	0.6813199	-0.11870287	0.16558537	-0.70323366	None
08/08/2025 14:49:30.555	0.68130594	-0.118784726	0.16588365	-0.70316285	None
08/08/2025 14:49:30.565	0.6813116	-0.118727736	0.16604336	-0.70312935	None
08/08/2025 14:49:30.575	0.68130064	-0.118823625	0.16629712	-0.70306385	None
08/08/2025 14:49:30.585	0.6813025	-0.118925124	0.16648948	-0.7029995	None
08/08/2025 14:49:30.595	0.68131584	-0.118992984	0.16662966	-0.7029417	None
08/08/2025 14:49:30.605	0.68137044	-0.118790336	0.16665666	-0.7029166	None
08/08/2025 14:49:30.615	0.6814092	-0.11866995	0.16681956	-0.7028607	None
08/08/2025 14:49:30.625	0.6814913	-0.1183247	0.16675389	-0.70285505	None
08/08/2025 14:49:30.635	0.6815249	-0.11822464	0.1668165	-0.7028243	None
08/08/2025 14:49:30.645	0.68152565	-0.11808967	0.16690502	-0.7028253	None
08/08/2025 14:49:30.655	0.68151313	-0.11802193	0.16704214	-0.7028164	None
08/08/2025 14:49:30.665	0.6815197	-0.117971525	0.16716291	-0.7027896	None
08/08/2025 14:49:30.675	0.6815304	-0.117931865	0.16717395	-0.70278335	None
08/08/2025 14:49:30.685	0.6815257	-0.117899515	0.16724475	-0.7027765	None
08/08/2025 14:49:30.695	0.6814943	-0.11794496	0.1673916	-0.70276433	None
08/08/2025 14:49:30.705	0.6814622	-0.11790765	0.16749217	-0.7027777	None
08/08/2025 14:49:30.715	0.6814471	-0.11781935	0.16754341	-0.7027951	None
08/08/2025 14:49:30.725	0.6814535	-0.11762907	0.16749014	-0.70283335	None
08/08/2025 14:49:30.735	0.68146116	-0.11744748	0.16746733	-0.7028617	None
08/08/2025 14:49:30.745	0.68145376	-0.11734931	0.1675105	-0.702875	None
08/08/2025 14:49:30.755	0.68144256	-0.1171976	0.16756988	-0.7028971	None
08/08/2025 14:49:30.765	0.68142587	-0.11711642	0.16768762	-0.7028987	None
08/08/2025 14:49:30.775	0.68143296	-0.11692054	0.16768785	-0.70292443	None
08/08/2025 14:49:30.785	0.68141186	-0.11678404	0.16775614	-0.70295125	None
08/08/2025 14:49:30.795	0.6813883	-0.11659884	0.16779487	-0.7029954	None
08/08/2025 14:49:30.805	0.68134713	-0.11653417	0.1679407	-0.7030113	None
08/08/2025 14:49:30.815	0.68132913	-0.11630623	0.16794413	-0.70306575	None
08/08/2025 14:49:30.825	0.6813151	-0.11609808	0.16788198	-0.70312864	None
08/08/2025 14:49:30.835	0.6813026	-0.11600285	0.16781002	-0.70317346	None
08/08/2025 14:49:30.845	0.68129045	-0.115783215	0.16764177	-0.7032617	None
08/08/2025 14:49:30.855	0.68125236	-0.11565665	0.16751063	-0.70335066	None
08/08/2025 14:49:30.865	0.68115216	-0.11561755	0.16751885	-0.70345217	None
08/08/2025 14:49:30.875	0.6810491	-0.11559347	0.16750292	-0.70355964	None
08/08/2025 14:49:30.885	0.6809366	-0.11548127	0.16742279	-0.7037062	None
08/08/2025 14:49:30.895	0.68080544	-0.11527257	0.16736002	-0.7038821	None
08/08/2025 14:49:30.905	0.6806176	-0.11510197	0.16729756	-0.7041064	None
08/08/2025 14:49:30.915	0.6803697	-0.114903465	0.1672162	-0.70439786	None
08/08/2025 14:49:30.925	0.68002814	-0.11470281	0.16722403	-0.7047583	None
08/08/2025 14:49:30.935	0.6796598	-0.11447687	0.16704594	-0.7051924	None
08/08/2025 14:49:30.945	0.6792631	-0.114259705	0.1667812	-0.7056722	None
08/08/2025 14:49:30.955	0.6788323	-0.11412545	0.16656117	-0.7061605	None
08/08/2025 14:49:30.965	0.6783628	-0.11420467	0.16646515	-0.70662135	None
08/08/2025 14:49:30.975	0.6778707	-0.11434887	0.16640577	-0.707084	None
08/08/2025 14:49:30.985	0.67741126	-0.11444768	0.1662837	-0.70753694	None
08/08/2025 14:49:30.995	0.6769668	-0.114486665	0.1660711	-0.70800585	None
08/08/2025 14:49:31.005	0.67651653	-0.11452862	0.1658172	-0.7084889	None
08/08/2025 14:49:31.015	0.67606205	-0.11448695	0.16546899	-0.7090106	None
08/08/2025 14:49:31.025	0.6756087	-0.11444608	0.16496824	-0.70956576	None
08/08/2025 14:49:31.035	0.67527187	-0.11393202	0.1640611	-0.7101793	None
08/08/2025 14:49:31.045	0.6749792	-0.11336814	0.16300462	-0.71079075	None
08/08/2025 14:49:31.055	0.67478013	-0.112621225	0.16172421	-0.71139073	None
08/08/2025 14:49:31.065	0.6746622	-0.11194976	0.16041353	-0.7119051	None
08/08/2025 14:49:31.075	0.6745229	-0.11159466	0.15919873	-0.71236527	None
08/08/2025 14:49:31.085	0.6743413	-0.111584045	0.15817288	-0.71276736	None
08/08/2025 14:49:31.095	0.6741485	-0.11188204	0.15729311	-0.7130976	None
08/08/2025 14:49:31.105	0.67398363	-0.11240113	0.1563888	-0.71337074	None
08/08/2025 14:49:31.115	0.67383003	-0.113040686	0.15539046	-0.7136328	None
08/08/2025 14:49:31.125	0.673721	-0.11373887	0.15412652	-0.713899	None
08/08/2025 14:49:31.135	0.67371774	-0.11446076	0.1525445	-0.71412647	None
08/08/2025 14:49:31.145	0.6738889	-0.11496388	0.15050438	-0.7143167	None
08/08/2025 14:49:31.155	0.67417663	-0.115708	0.14837018	-0.7143717	None
08/08/2025 14:49:31.165	0.6745091	-0.1167627	0.14636092	-0.7143007	None
