SerialNumber: E58926083144-43F0
time (UTC+02:00)	q1	q2	q3	q4	Interference

08/06/2025 16:12:25.748	-0.48171857	0.16726346	0.16219787	-0.844929	None
08/06/2025 16:12:25.758	-0.4816305	0.1669949	0.16251008	-0.8449723	None
08/06/2025 16:12:25.768	-0.48152336	0.16681652	0.16281478	-0.84501016	None
08/06/2025 16:12:25.778	-0.4814053	0.16666755	0.1631944	-0.8450336	None
08/06/2025 16:12:25.788	-0.48127624	0.16653909	0.16359703	-0.8450546	None
08/06/2025 16:12:25.798	-0.48117787	0.16630362	0.16399747	-0.84507924	None
08/06/2025 16:12:25.808	-0.48110393	0.16599308	0.1644031	-0.8451036	None
08/06/2025 16:12:25.818	-0.48108232	0.16553064	0.16479135	-0.84513104	None
08/06/2025 16:12:25.828	-0.4810798	0.16499485	0.16505414	-0.84518605	None
08/06/2025 16:12:25.838	-0.48102528	0.16465083	0.16548178	-0.8452005	None
08/06/2025 16:12:25.848	-0.48093498	0.16458358	0.16595994	-0.8451712	None
08/06/2025 16:12:25.858	-0.48083118	0.16460326	0.16646564	-0.8451269	None
08/06/2025 16:12:25.868	-0.48073456	0.16456512	0.16690028	-0.8451037	None
08/06/2025 16:12:25.878	-0.48062614	0.16457662	0.16724975	-0.84509397	None
08/06/2025 16:12:25.888	-0.48054123	0.16454752	0.16748896	-0.8451005	None
08/06/2025 16:12:25.898	-0.48045596	0.1645478	0.1676793	-0.84511137	None
08/06/2025 16:12:25.908	-0.48035866	0.16461459	0.1679183	-0.84510595	None
08/06/2025 16:12:25.918	-0.48026195	0.16468364	0.16814555	-0.84510237	None
08/06/2025 16:12:25.928	-0.48019257	0.16465902	0.16835462	-0.845105	None
08/06/2025 16:12:25.938	-0.4801345	0.1645673	0.16857225	-0.84511256	None
08/06/2025 16:12:25.948	-0.48017058	0.16412115	0.16872403	-0.84514844	None
08/06/2025 16:12:25.958	-0.4801594	0.16387716	0.16876017	-0.8451949	None
08/06/2025 16:12:25.968	-0.48011592	0.16371545	0.16886666	-0.8452298	None
08/06/2025 16:12:25.978	-0.48004672	0.16360173	0.1692246	-0.8452193	None
08/06/2025 16:12:25.988	-0.4799467	0.16353609	0.16951801	-0.84523	None
08/06/2025 16:12:25.998	-0.47985694	0.16343278	0.16986407	-0.8452316	None
08/06/2025 16:12:26.008	-0.4797759	0.1632881	0.17016986	-0.84524405	None
08/06/2025 16:12:26.018	-0.4796851	0.16318429	0.17037755	-0.84527385	None
08/06/2025 16:12:26.028	-0.4796376	0.16294098	0.1706963	-0.84528357	None
08/06/2025 16:12:26.038	-0.47957462	0.16272722	0.17100419	-0.84529793	None
08/06/2025 16:12:26.048	-0.4794671	0.16265838	0.17122492	-0.84532773	None
08/06/2025 16:12:26.058	-0.47934216	0.16265886	0.1714261	-0.8453575	None
08/06/2025 16:12:26.068	-0.47919747	0.16270074	0.17155284	-0.8454059	None
08/06/2025 16:12:26.078	-0.4790661	0.16272323	0.17169076	-0.84544796	None
08/06/2025 16:12:26.088	-0.47895437	0.1627526	0.1717878	-0.8454858	None
08/06/2025 16:12:26.098	-0.47888586	0.16270678	0.17188893	-0.84551287	None
08/06/2025 16:12:26.108	-0.47885856	0.1624856	0.17188168	-0.8455724	None
08/06/2025 16:12:26.118	-0.47879425	0.16243896	0.17208123	-0.8455773	None
08/06/2025 16:12:26.128	-0.4787296	0.16236967	0.17228344	-0.845586	None
08/06/2025 16:12:26.138	-0.47868738	0.16220906	0.17232732	-0.84563184	None
08/06/2025 16:12:26.148	-0.4786498	0.16208057	0.17233099	-0.84567696	None
08/06/2025 16:12:26.158	-0.4786128	0.16200791	0.1723178	-0.8457145	None
08/06/2025 16:12:26.168	-0.478542	0.1621502	0.17221583	-0.8457481	None
08/06/2025 16:12:26.178	-0.4785	0.16225687	0.17212194	-0.8457705	None
08/06/2025 16:12:26.188	-0.47846442	0.1623589	0.17204577	-0.8457865	None
08/06/2025 16:12:26.198	-0.4784252	0.16240002	0.1718864	-0.8458331	None
08/06/2025 16:12:26.208	-0.47837377	0.16240491	0.17175618	-0.8458877	None
08/06/2025 16:12:26.218	-0.4782909	0.16243926	0.17171113	-0.84593713	None
08/06/2025 16:12:26.228	-0.47818014	0.1625301	0.17182806	-0.84595853	None
08/06/2025 16:12:26.238	-0.47805527	0.16258922	0.17185403	-0.8460128	None
08/06/2025 16:12:26.248	-0.47792947	0.16269274	0.17201462	-0.8460312	None
08/06/2025 16:12:26.258	-0.4777842	0.16287322	0.17215717	-0.8460495	None
08/06/2025 16:12:26.268	-0.4776495	0.16302642	0.17221394	-0.84608454	None
